race/ethnicity,lunch,test preparation course,math score,reading score,writing score,english score,female,male,associate's degree,bachelor's degree,high school,master's degree,some college,some high school
2,1,0,86,81,80,80.5,0,1,0,0,1,0,0,0
1,1,1,47,46,42,44,0,1,0,0,1,0,0,0
1,1,1,81,73,72,72.5,0,1,1,0,0,0,0,0
2,0,0,64,85,85,85,1,0,0,0,0,0,1,0
4,1,1,100,92,97,94.5,1,0,0,0,0,0,1,0
2,0,1,65,77,74,75.5,1,0,1,0,0,0,0,0
2,0,1,65,58,49,53.5,0,1,0,0,0,0,1,0
2,0,1,53,61,62,61.5,1,0,1,0,0,0,0,0
2,0,1,37,56,47,51.5,0,1,0,1,0,0,0,0
3,1,1,79,89,89,89,1,0,0,1,0,0,0,0
3,0,1,53,54,48,51,0,1,1,0,0,0,0,0
4,1,1,100,100,100,100,1,0,0,1,0,0,0,0
1,1,0,72,65,68,66.5,0,1,0,0,1,0,0,0
2,0,1,53,58,55,56.5,0,1,0,1,0,0,0,0
1,0,1,54,54,45,49.5,0,1,0,0,0,0,1,0
4,1,1,71,70,76,73,1,0,0,0,0,0,1,0
2,0,1,77,90,91,90.5,1,0,0,0,0,0,1,0
0,1,0,75,58,62,60,0,1,0,1,0,0,0,0
2,1,1,84,87,91,89,1,0,0,0,0,0,1,0
3,0,1,26,31,38,34.5,1,0,1,0,0,0,0,0
0,0,0,72,67,65,66,0,1,0,0,1,0,0,0
0,0,0,77,88,85,86.5,1,0,0,0,1,0,0,0
2,1,1,91,74,76,75,0,1,0,0,0,0,1,0
2,1,0,83,85,90,87.5,1,0,1,0,0,0,0,0
2,1,1,63,69,74,71.5,1,0,0,0,1,0,0,0
2,1,0,68,86,84,85,1,0,1,0,0,0,0,0
3,1,1,59,67,61,64,1,0,0,0,0,0,0,1
1,1,0,90,90,91,90.5,1,0,1,0,0,0,0,0
3,1,0,71,76,83,79.5,1,0,0,1,0,0,0,0
4,1,0,76,62,66,64,0,1,0,1,0,0,0,0
3,1,1,80,68,72,70,0,1,1,0,0,0,0,0
3,1,1,55,64,70,67,1,0,0,0,0,1,0,0
4,1,1,76,71,67,69,0,1,1,0,0,0,0,0
1,1,0,73,71,68,69.5,0,1,0,0,1,0,0,0
3,0,1,52,59,56,57.5,1,0,1,0,0,0,0,0
2,0,1,68,68,61,64.5,0,1,0,0,0,0,1,0
0,1,1,59,52,46,49,0,1,0,0,1,0,0,0
1,1,1,49,52,54,53,1,0,1,0,0,0,0,0
2,1,1,70,74,71,72.5,0,1,0,0,1,0,0,0
3,0,1,61,47,56,51.5,0,1,0,0,0,0,1,0
2,0,1,60,75,74,74.5,1,0,1,0,0,0,0,0
1,1,0,64,53,57,55,0,1,0,0,0,0,0,1
0,0,0,79,82,82,82,0,1,1,0,0,0,0,0
0,0,1,65,85,76,80.5,1,0,1,0,0,0,0,0
2,1,1,64,64,70,67,1,0,1,0,0,0,0,0
2,1,1,83,83,90,86.5,1,0,0,0,0,0,1,0
2,1,1,81,88,90,89,1,0,0,1,0,0,0,0
1,1,1,54,64,68,66,1,0,0,0,1,0,0,0
3,1,0,68,64,66,65,0,1,0,0,1,0,0,0
2,1,1,54,48,52,50,1,0,0,0,0,0,1,0
3,0,0,59,78,76,77,1,0,0,0,0,0,1,0
1,1,1,66,69,68,68.5,1,0,0,0,0,0,0,1
4,1,1,76,71,72,71.5,0,1,0,0,0,0,1,0
3,1,1,74,79,82,80.5,1,0,0,0,0,1,0,0
1,1,0,94,87,92,89.5,1,0,1,0,0,0,0,0
2,0,1,63,61,54,57.5,0,1,0,0,0,0,1,0
4,1,0,95,89,92,90.5,1,0,1,0,0,0,0,0
3,0,1,40,59,54,56.5,1,0,0,0,0,1,0,0
1,1,1,82,82,80,81,1,0,0,0,0,0,0,1
0,1,1,68,70,66,68,0,1,0,0,1,0,0,0
1,0,1,55,59,54,56.5,0,1,0,1,0,0,0,0
2,1,1,79,78,77,77.5,0,1,0,0,0,1,0,0
2,1,1,86,92,87,89.5,1,0,0,1,0,0,0,0
3,1,1,76,71,73,72,0,1,0,0,0,0,1,0
0,1,1,64,50,43,46.5,0,1,0,0,0,0,0,1
3,0,1,62,49,52,50.5,0,1,0,0,0,0,0,1
1,1,0,54,61,62,61.5,1,0,0,0,0,0,0,1
1,0,0,77,97,94,95.5,1,0,0,0,0,1,0,0
2,1,0,76,87,85,86,1,0,0,0,0,0,0,1
3,1,1,74,89,84,86.5,1,0,0,0,0,0,1,0
4,1,0,66,74,73,73.5,1,0,0,0,0,0,1,0
3,1,0,66,78,78,78,1,0,0,0,0,0,0,1
1,0,0,67,78,79,78.5,1,0,0,0,1,0,0,0
3,1,1,71,49,52,50.5,0,1,0,0,0,0,1,0
2,1,1,91,86,84,85,1,0,1,0,0,0,0,0
3,1,1,69,58,57,57.5,0,1,0,1,0,0,0,0
2,0,1,54,59,50,54.5,0,1,0,0,0,1,0,0
2,1,0,53,52,49,50.5,0,1,0,0,1,0,0,0
4,1,1,68,60,59,59.5,0,1,0,0,0,0,1,0
2,0,0,56,61,60,60.5,0,1,0,0,0,0,0,1
2,0,1,36,53,43,48,1,0,0,0,1,0,0,0
3,0,1,29,41,47,44,1,0,0,1,0,0,0,0
2,1,1,62,74,70,72,1,0,1,0,0,0,0,0
2,1,0,68,67,73,70,1,0,1,0,0,0,0,0
2,1,1,47,54,53,53.5,1,0,0,0,0,0,0,1
4,1,0,62,61,58,59.5,0,1,1,0,0,0,0,0
4,1,0,79,88,94,91,1,0,1,0,0,0,0,0
1,1,0,73,69,68,68.5,0,1,0,0,1,0,0,0
2,0,0,66,83,83,83,1,0,0,1,0,0,0,0
2,1,0,51,60,58,59,0,1,1,0,0,0,0,0
3,1,1,51,66,62,64,1,0,0,0,1,0,0,0
4,1,0,85,66,71,68.5,0,1,0,1,0,0,0,0
0,1,0,97,92,86,89,0,1,1,0,0,0,0,0
2,1,0,75,69,68,68.5,0,1,0,0,1,0,0,0
3,0,0,79,82,80,81,0,1,1,0,0,0,0,0
2,1,1,81,77,79,78,1,0,1,0,0,0,0,0
3,1,1,82,95,89,92,1,0,1,0,0,0,0,0
3,1,1,64,63,66,64.5,1,0,0,0,0,1,0,0
4,0,0,78,83,80,81.5,0,1,0,0,0,0,0,1
0,1,0,92,100,97,98.5,1,0,0,0,0,0,0,1
2,1,0,72,67,64,65.5,0,1,0,0,1,0,0,0
2,0,1,62,67,64,65.5,1,0,0,0,1,0,0,0
2,1,1,79,72,69,70.5,0,1,0,0,0,1,0,0
2,0,1,79,76,65,70.5,0,1,0,0,0,0,0,1
1,0,0,87,90,88,89,0,1,0,1,0,0,0,0
1,1,1,40,48,50,49,1,0,1,0,0,0,0,0
3,0,1,77,62,64,63,0,1,0,0,0,0,1,0
4,1,1,53,45,40,42.5,0,1,1,0,0,0,0,0
2,0,1,32,39,33,36,1,0,0,0,0,0,1,0
2,1,0,55,72,79,75.5,1,0,1,0,0,0,0,0
2,0,1,61,67,66,66.5,0,1,0,0,0,1,0,0
1,0,1,53,70,70,70,1,0,1,0,0,0,0,0
3,1,1,73,66,62,64,0,1,0,0,0,0,0,1
3,1,0,74,75,79,77,1,0,0,0,0,0,1,0
2,1,1,63,74,74,74,1,0,0,0,0,0,1,0
2,1,0,96,90,92,91,0,1,0,1,0,0,0,0
3,0,0,63,80,80,80,1,0,0,0,0,0,1,0
1,0,1,48,51,46,48.5,0,1,0,1,0,0,0,0
1,1,1,48,43,45,44,0,1,1,0,0,0,0,0
4,0,0,92,100,100,100,1,0,0,1,0,0,0,0
3,0,0,61,71,78,74.5,1,0,0,0,0,1,0,0
1,0,1,63,48,47,47.5,0,1,0,0,1,0,0,0
3,0,1,68,68,67,67.5,0,1,0,1,0,0,0,0
1,1,0,71,75,70,72.5,0,1,0,0,0,0,1,0
0,1,1,91,96,92,94,0,1,0,1,0,0,0,0
2,1,1,53,62,56,59,1,0,0,0,0,0,1,0
2,0,0,50,66,64,65,1,0,0,0,1,0,0,0
4,1,1,74,81,71,76,1,0,0,0,1,0,0,0
0,0,0,40,55,53,54,0,1,1,0,0,0,0,0
0,1,0,61,51,52,51.5,0,1,0,0,0,0,1,0
1,1,1,81,91,89,90,1,0,0,0,1,0,0,0
1,0,0,48,56,58,57,1,0,0,0,0,0,1,0
3,1,1,53,61,68,64.5,1,0,0,0,0,1,0,0
3,1,1,81,97,96,96.5,1,0,0,0,0,0,0,1
4,1,1,77,79,80,79.5,1,0,0,0,0,0,0,1
3,0,1,63,73,78,75.5,1,0,0,1,0,0,0,0
3,1,0,73,75,80,77.5,1,0,1,0,0,0,0,0
3,1,1,69,77,77,77,1,0,0,0,0,0,1,0
2,1,1,65,76,76,76,1,0,1,0,0,0,0,0
0,1,1,55,73,73,73,1,0,0,0,1,0,0,0
2,0,1,44,63,62,62.5,1,0,0,1,0,0,0,0
2,1,1,54,64,65,64.5,1,0,0,0,0,0,1,0
0,1,1,48,66,65,65.5,1,0,0,0,0,0,0,1
2,0,1,58,57,54,55.5,0,1,0,0,0,0,1,0
0,1,1,71,62,50,56,0,1,0,0,0,0,0,1
4,1,1,68,68,64,66,0,1,0,1,0,0,0,0
4,1,1,74,76,73,74.5,1,0,0,0,1,0,0,0
2,1,0,92,100,99,99.5,1,0,0,1,0,0,0,0
2,1,0,56,79,72,75.5,1,0,0,1,0,0,0,0
1,0,1,30,24,15,19.5,0,1,0,0,1,0,0,0
0,1,1,53,54,48,51,0,1,0,0,0,0,0,1
3,1,1,69,77,73,75,1,0,0,0,1,0,0,0
3,1,1,65,82,81,81.5,1,0,0,0,0,0,0,1
3,1,1,54,60,63,61.5,1,0,0,0,0,1,0,0
2,1,1,29,29,30,29.5,1,0,0,0,1,0,0,0
4,1,1,76,78,80,79,1,0,0,0,0,0,1,0
3,0,1,60,57,51,54,0,1,0,0,1,0,0,0
3,0,0,84,89,90,89.5,0,1,0,0,0,1,0,0
2,1,1,75,72,62,67,0,1,0,0,0,0,0,1
2,1,1,85,84,82,83,1,0,1,0,0,0,0,0
2,0,1,40,58,54,56,1,0,0,0,0,1,0,0
4,1,1,61,64,62,63,1,0,0,0,0,0,1,0
1,1,1,58,63,65,64,1,0,1,0,0,0,0,0
3,0,0,69,60,63,61.5,0,1,0,0,0,0,1,0
2,1,1,58,59,66,62.5,1,0,0,0,0,0,1,0
2,1,0,94,90,91,90.5,0,1,0,1,0,0,0,0
2,1,1,65,77,74,75.5,1,0,1,0,0,0,0,0
0,1,1,82,93,93,93,1,0,1,0,0,0,0,0
2,1,1,60,68,72,70,1,0,0,0,1,0,0,0
4,1,1,37,45,38,41.5,1,0,0,1,0,0,0,0
3,1,1,88,78,83,80.5,0,1,0,1,0,0,0,0
3,1,1,95,81,84,82.5,0,1,0,0,0,1,0,0
2,0,0,65,73,68,70.5,0,1,1,0,0,0,0,0
2,0,1,35,61,54,57.5,1,0,0,0,1,0,0,0
1,0,1,62,63,56,59.5,0,1,0,1,0,0,0,0
2,0,0,58,51,52,51.5,0,1,0,0,1,0,0,0
0,1,0,100,96,86,91,0,1,0,0,0,0,1,0
4,0,1,61,58,62,60,1,0,0,1,0,0,0,0
3,1,0,100,97,99,98,0,1,0,0,0,0,1,0
1,0,0,69,70,63,66.5,0,1,1,0,0,0,0,0
3,1,1,61,48,46,47,0,1,1,0,0,0,0,0
3,0,1,49,57,46,51.5,0,1,0,0,0,0,1,0
2,1,0,44,51,55,53,1,0,0,0,0,0,0,1
3,1,1,67,64,70,67,0,1,0,0,0,0,1,0
1,1,1,79,60,65,62.5,0,1,0,0,1,0,0,0
1,1,0,66,74,81,77.5,1,0,0,1,0,0,0,0
2,1,1,75,88,85,86.5,1,0,0,0,1,0,0,0
3,1,1,84,84,80,82,0,1,0,0,0,0,0,1
0,1,1,71,74,64,69,0,1,0,0,1,0,0,0
1,0,0,67,80,81,80.5,1,0,0,0,1,0,0,0
3,1,0,80,92,88,90,1,0,0,0,0,0,0,1
4,1,1,86,76,74,75,0,1,0,0,0,0,1,0
3,1,1,76,74,73,73.5,1,0,1,0,0,0,0,0
3,1,1,41,52,51,51.5,0,1,0,0,1,0,0,0
3,0,0,74,88,90,89,1,0,1,0,0,0,0,0
1,0,1,72,81,79,80,1,0,0,0,0,0,0,1
4,1,0,74,79,80,79.5,1,0,0,0,1,0,0,0
1,1,1,70,65,60,62.5,0,1,0,0,1,0,0,0
1,1,0,65,81,81,81,1,0,0,1,0,0,0,0
3,1,1,59,70,65,67.5,1,0,1,0,0,0,0,0
4,0,1,64,62,68,65,1,0,0,0,1,0,0,0
1,1,1,50,53,55,54,1,0,0,0,1,0,0,0
3,1,0,69,79,81,80,1,0,0,0,0,0,1,0
2,0,0,51,56,53,54.5,0,1,0,0,0,0,0,1
0,1,0,68,80,76,78,1,0,0,0,1,0,0,0
3,1,0,85,86,98,92,1,0,0,0,0,0,1,0
0,1,0,65,70,74,72,1,0,1,0,0,0,0,0
1,1,1,73,79,79,79,1,0,0,0,0,0,0,1
1,1,1,62,67,67,67,1,0,0,0,0,0,1,0
2,0,1,77,67,64,65.5,0,1,1,0,0,0,0,0
3,1,1,69,66,61,63.5,0,1,0,0,0,0,0,1
3,0,1,43,60,58,59,1,0,1,0,0,0,0,0
3,1,1,90,87,85,86,0,1,1,0,0,0,0,0
2,0,1,74,77,73,75,0,1,0,0,0,0,1,0
2,1,1,73,66,63,64.5,0,1,0,0,0,0,0,1
3,0,1,55,71,69,70,1,0,0,0,0,0,1,0
2,1,1,65,69,67,68,1,0,0,0,1,0,0,0
3,1,1,80,63,63,63,0,1,1,0,0,0,0,0
2,0,0,50,60,60,60,1,0,0,0,0,0,0,1
2,0,0,63,73,71,72,1,0,0,0,0,0,1,0
1,0,1,77,85,87,86,1,0,0,1,0,0,0,0
2,1,1,73,74,61,67.5,0,1,0,0,0,0,1,0
3,1,0,81,72,77,74.5,0,1,1,0,0,0,0,0
2,0,1,66,76,68,72,1,0,0,0,1,0,0,0
3,0,1,52,57,50,53.5,0,1,1,0,0,0,0,0
2,1,1,69,78,76,77,1,0,0,0,0,0,1,0
2,1,0,65,84,84,84,1,0,1,0,0,0,0,0
3,1,0,69,77,78,77.5,1,0,0,0,1,0,0,0
1,1,0,50,64,66,65,1,0,0,0,0,0,1,0
4,1,0,73,78,76,77,1,0,0,0,0,0,1,0
2,1,0,70,82,76,79,1,0,0,0,0,0,0,1
3,0,1,81,75,78,76.5,0,1,1,0,0,0,0,0
3,0,1,63,61,60,60.5,0,1,0,0,0,0,1,0
3,1,1,67,72,74,73,1,0,0,0,1,0,0,0
1,1,1,60,68,60,64,0,1,0,0,1,0,0,0
1,1,1,62,55,54,54.5,0,1,0,0,1,0,0,0
2,0,0,29,40,44,42,1,0,0,0,0,0,0,1
1,1,0,62,66,68,67,0,1,0,0,0,0,1,0
4,1,0,94,99,100,99.5,1,0,0,0,0,1,0,0
4,1,0,85,75,68,71.5,0,1,0,0,0,0,1,0
3,0,1,77,78,73,75.5,0,1,1,0,0,0,0,0
0,0,1,53,58,44,51,0,1,0,0,1,0,0,0
4,0,1,93,90,83,86.5,0,1,0,0,0,0,1,0
2,1,1,49,53,53,53,1,0,1,0,0,0,0,0
4,0,1,73,76,78,77,1,0,1,0,0,0,0,0
2,0,0,66,74,81,77.5,1,0,0,1,0,0,0,0
3,1,1,77,77,73,75,1,0,1,0,0,0,0,0
2,1,1,49,63,56,59.5,1,0,0,0,0,0,0,1
3,0,1,79,89,86,87.5,1,0,0,0,0,0,1,0
2,1,0,75,82,90,86,1,0,1,0,0,0,0,0
0,1,1,59,72,70,71,1,0,0,1,0,0,0,0
3,1,0,57,78,79,78.5,1,0,1,0,0,0,0,0
2,0,1,66,66,59,62.5,0,1,0,0,1,0,0,0
4,1,0,79,81,82,81.5,1,0,0,1,0,0,0,0
1,1,1,57,67,72,69.5,1,0,0,0,0,0,0,1
0,1,0,87,84,87,85.5,0,1,0,1,0,0,0,0
3,1,1,63,64,67,65.5,1,0,0,0,0,0,1,0
1,0,0,59,63,64,63.5,1,0,0,0,0,0,0,1
0,0,1,62,72,65,68.5,0,1,0,1,0,0,0,0
3,1,1,46,34,36,35,0,1,0,0,1,0,0,0
2,1,1,66,59,52,55.5,0,1,0,0,0,0,1,0
3,1,1,89,87,79,83,0,1,0,0,1,0,0,0
3,0,0,42,61,58,59.5,1,0,1,0,0,0,0,0
2,1,0,93,84,90,87,0,1,0,0,0,0,1,0
4,1,0,80,85,85,85,1,0,0,0,0,0,0,1
3,1,1,98,100,99,99.5,1,0,0,0,0,0,1,0
3,1,1,81,81,84,82.5,0,1,0,0,0,1,0,0
1,1,0,60,70,74,72,1,0,0,0,0,0,0,1
1,0,0,76,94,87,90.5,1,0,1,0,0,0,0,0
2,1,0,73,78,72,75,0,1,1,0,0,0,0,0
2,1,0,96,96,99,97.5,1,0,1,0,0,0,0,0
2,1,1,76,76,74,75,1,0,0,0,1,0,0,0
4,0,0,91,73,80,76.5,0,1,1,0,0,0,0,0
2,0,1,62,72,70,71,1,0,0,0,0,0,1,0
3,0,0,55,59,59,59,0,1,0,0,0,0,0,1
1,0,0,74,90,88,89,1,0,0,0,0,0,0,1
2,1,1,50,48,42,45,0,1,0,0,1,0,0,0
1,1,1,47,43,41,42,0,1,0,0,0,0,1,0
4,1,0,81,74,71,72.5,0,1,0,0,0,0,1,0
4,1,0,65,75,77,76,1,0,1,0,0,0,0,0
4,1,0,68,51,57,54,0,1,0,0,0,0,0,1
3,0,1,73,92,84,88,1,0,0,0,1,0,0,0
2,1,1,53,39,37,38,0,1,0,0,0,0,1,0
1,0,0,68,77,80,78.5,1,0,1,0,0,0,0,0
0,0,1,55,46,43,44.5,0,1,0,0,0,0,0,1
2,1,0,87,89,94,91.5,1,0,0,0,0,0,1,0
3,1,1,55,47,44,45.5,0,1,0,0,0,0,0,1
4,0,1,53,58,57,57.5,1,0,0,0,0,0,1,0
2,1,1,67,57,59,58,0,1,0,0,0,1,0,0
2,1,1,92,79,84,81.5,0,1,1,0,0,0,0,0
1,0,0,53,66,73,69.5,1,0,0,0,0,0,1,0
3,1,1,81,71,73,72,0,1,1,0,0,0,0,0
2,0,1,61,60,55,57.5,0,1,0,0,1,0,0,0
3,1,1,80,73,72,72.5,0,1,0,1,0,0,0,0
0,0,1,37,57,56,56.5,1,0,1,0,0,0,0,0
2,1,1,81,84,82,83,1,0,0,0,1,0,0,0
2,1,0,59,73,72,72.5,1,0,1,0,0,0,0,0
1,0,1,55,55,47,51,0,1,0,0,0,0,1,0
3,1,1,72,79,74,76.5,0,1,1,0,0,0,0,0
3,1,1,69,75,71,73,0,1,0,0,1,0,0,0
2,1,1,69,64,68,66,0,1,0,0,0,0,1,0
2,0,1,50,60,59,59.5,1,0,0,1,0,0,0,0
1,1,0,87,84,86,85,0,1,0,0,0,0,1,0
3,1,0,71,69,68,68.5,0,1,0,0,0,0,0,1
4,1,1,68,72,65,68.5,0,1,0,0,0,0,1,0
2,0,0,79,77,75,76,0,1,0,0,0,1,0,0
2,1,0,77,90,85,87.5,1,0,0,0,0,0,0,1
2,0,1,58,55,53,54,0,1,1,0,0,0,0,0
4,1,1,84,95,92,93.5,1,0,1,0,0,0,0,0
3,1,1,55,58,52,55,0,1,0,0,0,0,1,0
4,0,0,70,68,72,70,0,1,0,1,0,0,0,0
3,0,0,52,59,65,62,1,0,0,0,0,0,1,0
1,1,0,69,77,77,77,0,1,0,0,0,0,1,0
2,0,1,53,72,64,68,1,0,0,0,1,0,0,0
3,1,1,48,58,54,56,1,0,0,0,0,0,0,1
3,1,0,78,81,86,83.5,0,1,0,0,0,0,0,1
1,1,1,62,62,63,62.5,1,0,0,0,1,0,0,0
3,1,1,60,63,59,61,0,1,0,0,0,0,1,0
1,1,1,74,72,72,72,1,0,0,0,1,0,0,0
2,1,0,58,75,77,76,1,0,0,0,1,0,0,0
1,1,0,76,62,60,61,0,1,0,0,1,0,0,0
3,1,1,68,71,75,73,1,0,0,0,0,0,0,1
0,0,1,58,60,57,58.5,0,1,0,0,0,0,1,0
1,1,1,52,48,49,48.5,0,1,0,0,1,0,0,0
3,1,1,75,73,74,73.5,0,1,0,1,0,0,0,0
1,0,0,52,67,72,69.5,1,0,0,0,0,0,0,1
2,0,1,62,78,79,78.5,1,0,0,1,0,0,0,0
1,1,1,66,65,60,62.5,0,1,0,0,0,0,1,0
1,0,1,49,58,55,56.5,1,0,0,0,0,0,0,1
1,1,1,66,72,70,71,1,0,0,0,1,0,0,0
2,0,1,35,44,43,43.5,1,0,0,0,0,0,1,0
0,1,0,72,79,82,80.5,1,0,0,0,0,0,1,0
4,1,0,94,85,82,83.5,0,1,1,0,0,0,0,0
3,0,1,46,56,57,56.5,1,0,1,0,0,0,0,0
1,1,1,77,90,84,87,1,0,0,0,0,1,0,0
1,0,0,76,85,82,83.5,1,0,0,0,1,0,0,0
2,1,0,52,59,62,60.5,1,0,1,0,0,0,0,0
2,1,0,91,81,79,80,0,1,0,1,0,0,0,0
1,1,0,32,51,44,47.5,1,0,0,0,0,0,0,1
4,0,1,72,79,77,78,1,0,0,0,0,0,0,1
1,1,1,19,38,32,35,1,0,0,0,0,0,1,0
2,0,1,68,65,61,63,0,1,1,0,0,0,0,0
2,0,1,52,65,61,63,1,0,0,0,0,1,0,0
1,1,1,48,62,60,61,1,0,0,0,1,0,0,0
3,0,1,60,66,70,68,1,0,0,0,0,0,1,0
3,0,1,66,74,69,71.5,0,1,0,0,1,0,0,0
4,1,0,89,84,77,80.5,0,1,0,0,0,0,0,1
1,1,1,42,52,51,51.5,1,0,0,0,1,0,0,0
4,0,0,57,68,73,70.5,1,0,1,0,0,0,0,0
3,1,1,70,70,70,70,0,1,0,0,1,0,0,0
4,0,1,70,84,81,82.5,1,0,1,0,0,0,0,0
4,1,1,69,60,54,57,0,1,0,0,0,0,1,0
2,1,1,52,55,57,56,1,0,1,0,0,0,0,0
2,1,0,67,73,68,70.5,0,1,0,0,0,0,0,1
2,1,0,76,80,73,76.5,0,1,0,0,0,0,0,1
4,1,1,87,94,95,94.5,1,0,1,0,0,0,0,0
1,1,1,82,85,87,86,1,0,0,0,0,0,1,0
2,1,1,73,76,78,77,1,0,0,0,0,0,1,0
0,0,1,75,81,74,77.5,0,1,0,0,0,0,1,0
3,0,1,64,74,75,74.5,1,0,0,0,0,0,1,0
4,0,1,41,45,40,42.5,1,0,0,0,1,0,0,0
2,1,1,90,75,69,72,0,1,0,0,1,0,0,0
1,1,1,59,54,51,52.5,0,1,0,1,0,0,0,0
0,1,1,51,31,36,33.5,0,1,0,0,0,0,0,1
0,0,1,45,47,49,48,0,1,0,0,1,0,0,0
2,1,0,54,64,67,65.5,1,0,0,0,0,1,0,0
4,1,0,87,84,76,80,0,1,0,0,0,0,0,1
2,1,1,72,80,83,81.5,1,0,0,0,1,0,0,0
1,1,0,94,86,87,86.5,0,1,0,0,0,0,0,1
0,1,1,45,59,64,61.5,1,0,0,1,0,0,0,0
3,0,0,61,70,76,73,0,1,0,1,0,0,0,0
1,0,1,60,72,68,70,1,0,0,0,1,0,0,0
2,1,1,77,91,88,89.5,1,0,0,0,0,0,0,1
0,1,0,85,90,92,91,1,0,0,0,0,0,0,1
3,0,1,78,90,93,91.5,1,0,0,1,0,0,0,0
4,0,0,49,52,51,51.5,0,1,0,0,0,0,1,0
1,0,1,71,87,82,84.5,1,0,0,0,1,0,0,0
2,0,1,48,58,52,55,1,0,0,0,0,0,0,1
2,1,1,62,67,58,62.5,0,1,0,0,1,0,0,0
2,0,0,56,68,70,69,1,0,1,0,0,0,0,0
2,1,1,65,69,76,72.5,1,0,0,0,0,0,0,1
3,0,0,69,86,81,83.5,1,0,0,0,0,0,0,1
1,1,1,68,54,53,53.5,0,1,0,0,0,0,0,1
0,0,1,61,60,57,58.5,1,0,0,0,0,0,1,0
2,0,0,74,86,89,87.5,1,0,0,1,0,0,0,0
0,1,1,64,60,58,59,0,1,0,1,0,0,0,0
1,1,0,77,82,89,85.5,1,0,0,0,1,0,0,0
1,1,1,58,50,45,47.5,0,1,0,0,0,0,1,0
2,1,0,60,64,74,69,1,0,0,0,1,0,0,0
4,1,1,73,64,57,60.5,0,1,0,0,1,0,0,0
0,1,0,75,82,79,80.5,1,0,0,0,1,0,0,0
1,0,0,58,57,53,55,0,1,1,0,0,0,0,0
2,1,1,66,77,73,75,1,0,1,0,0,0,0,0
3,0,1,39,52,46,49,1,0,0,0,1,0,0,0
2,1,1,64,58,51,54.5,0,1,0,0,0,0,0,1
1,0,0,23,44,36,40,1,0,0,0,1,0,0,0
1,0,0,74,77,76,76.5,0,1,0,0,0,0,1,0
3,0,0,40,65,64,64.5,1,0,0,0,0,0,0,1
4,1,1,90,85,84,84.5,0,1,0,0,0,1,0,0
2,1,0,91,85,85,85,0,1,0,0,0,1,0,0
3,1,1,64,54,50,52,0,1,0,0,1,0,0,0
2,1,1,59,72,68,70,1,0,0,0,1,0,0,0
3,1,1,80,75,69,72,0,1,1,0,0,0,0,0
2,1,1,71,67,67,67,0,1,0,0,0,1,0,0
0,1,1,61,68,63,65.5,1,0,0,0,1,0,0,0
4,1,1,87,85,93,89,1,0,0,0,0,0,1,0
4,1,1,82,67,61,64,0,1,0,0,0,0,0,1
2,1,1,62,64,55,59.5,0,1,0,0,0,0,0,1
1,1,1,97,97,96,96.5,1,0,0,1,0,0,0,0
1,0,1,75,68,65,66.5,0,1,0,0,0,0,1,0
2,1,1,65,79,81,80,1,0,0,1,0,0,0,0
1,1,0,52,49,46,47.5,0,1,0,0,1,0,0,0
2,0,1,87,73,72,72.5,0,1,1,0,0,0,0,0
2,1,1,53,62,53,57.5,1,0,1,0,0,0,0,0
4,0,1,81,86,87,86.5,1,0,0,0,0,1,0,0
3,0,0,39,42,38,40,0,1,0,1,0,0,0,0
2,1,0,71,71,80,75.5,1,0,0,0,0,0,1,0
2,1,1,97,93,91,92,0,1,1,0,0,0,0,0
3,1,0,82,82,88,85,0,1,0,0,0,0,1,0
2,0,1,59,53,52,52.5,0,1,0,0,1,0,0,0
1,1,1,61,42,41,41.5,0,1,1,0,0,0,0,0
4,0,0,78,74,72,73,0,1,1,0,0,0,0,0
2,0,1,49,51,51,51,0,1,1,0,0,0,0,0
1,1,1,59,58,47,52.5,0,1,0,0,1,0,0,0
2,1,0,70,72,76,74,1,0,0,0,0,0,1,0
1,1,0,82,84,78,81,0,1,1,0,0,0,0,0
4,0,1,90,90,82,86,0,1,1,0,0,0,0,0
2,0,1,43,62,61,61.5,1,0,0,1,0,0,0,0
2,0,1,80,64,66,65,0,1,0,0,0,0,1,0
3,1,1,81,82,84,83,0,1,0,0,0,0,1,0
2,1,1,57,61,54,57.5,0,1,0,0,0,0,0,1
3,1,1,59,72,80,76,1,0,0,0,0,0,0,1
3,1,1,64,76,74,75,1,0,1,0,0,0,0,0
2,1,0,63,64,66,65,0,1,0,1,0,0,0,0
4,1,0,71,70,70,70,1,0,0,1,0,0,0,0
1,0,1,64,73,71,72,1,0,0,0,1,0,0,0
3,0,1,55,46,44,45,0,1,0,1,0,0,0,0
4,1,1,51,51,54,52.5,1,0,1,0,0,0,0,0
2,1,0,62,76,80,78,1,0,1,0,0,0,0,0
4,1,0,93,100,95,97.5,1,0,1,0,0,0,0,0
2,0,1,54,72,59,65.5,0,1,0,0,1,0,0,0
3,0,1,69,65,74,69.5,1,0,0,0,0,0,1,0
3,0,1,44,51,48,49.5,0,1,0,0,1,0,0,0
4,1,0,86,85,91,88,1,0,0,0,0,0,1,0
4,1,1,85,92,85,88.5,1,0,1,0,0,0,0,0
0,0,1,50,67,73,70,1,0,0,0,0,1,0,0
3,1,0,88,74,75,74.5,0,1,0,0,0,0,0,1
4,1,1,59,62,69,65.5,1,0,1,0,0,0,0,0
4,0,1,32,34,38,36,1,0,0,0,0,0,0,1
